market,code,name,industry,plot_industry,classification_rule
SZ,159382,创业板人工智能ETF南方,,宽基/综合指数,宽基关键词/人工映射
SZ,159381,创业板人工智能ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159278,机器人ETF鹏华,,科技,名称关键词
SZ,159207,高股息ETF广发,,待人工确认,名称关键词
SZ,159279,创业板人工智能ETF华安,,宽基/综合指数,宽基关键词/人工映射
SZ,159378,通用航空ETF永赢,,待人工确认,名称关键词
SZ,159578,深证主板50ETF南方,,待人工确认,名称关键词
SZ,159210,港股通汽车ETF汇添富,,港股/海外,固定类别/排除词
SZ,159647,中药ETF鹏华,,医药医疗,名称关键词
SZ,159701,物联网ETF招商,,待人工确认,名称关键词
SZ,159379,A500ETF融通,,宽基/综合指数,宽基关键词/人工映射
SH,510170,商品ETF,,商品,固定类别/排除词
SZ,159852,软件ETF嘉实,,科技,名称关键词
SZ,159209,红利质量ETF招商,,策略类,固定类别/排除词
SZ,159703,新材料ETF天弘,,资源周期,名称关键词
SZ,159621,ESGETF国泰,,待人工确认,名称关键词
SZ,159208,航空航天ETF万家,,军工,名称关键词
SZ,159577,美国50ETF汇添富,,待人工确认,名称关键词
SZ,159706,深证100ETF华安,,宽基/综合指数,宽基关键词/人工映射
SZ,159836,创业板300ETF天弘,,宽基/综合指数,宽基关键词/人工映射
SH,510800,上证50,,宽基/综合指数,宽基关键词/人工映射
SH,510330,华夏300,,待人工确认,名称关键词
SZ,159108,工业软件ETF博时,,科技,名称关键词
SH,516900,食品50,,消费,名称关键词
SH,516890,新材ETF,,待人工确认,名称关键词
SZ,159944,材料ETF广发,,资源周期,名称关键词
SH,516880,光伏50,,新能源,名称关键词
SH,516860,金融科技,,金融,名称关键词
SH,516850,新能源80,,新能源,名称关键词
SH,516840,汽车基金,,汽车,名称关键词
SH,516830,300ESG,,待人工确认,名称关键词
SH,516820,医疗创新,,医药医疗,名称关键词
SH,516810,农业,,农业,名称关键词
SH,510590,平安500,,待人工确认,名称关键词
SH,516800,智能制造,,高端制造,名称关键词
SH,516790,保健ETF,,待人工确认,名称关键词
SH,516780,稀土ETF,,资源周期,名称关键词
SZ,159945,能源ETF广发,,待人工确认,名称关键词
SH,516770,游戏动漫,,待人工确认,名称关键词
SH,516760,养殖ETF,,消费,名称关键词
SH,516750,建材ETF,,待人工确认,名称关键词
SH,516730,证券公司,,金融,名称关键词
SH,516720,ESGETF,,待人工确认,名称关键词
SH,516710,新材料50,,资源周期,名称关键词
SH,516700,数据产业,,待人工确认,名称关键词
SH,516670,畜牧养殖,,消费,名称关键词
SH,516660,新能汽车,,汽车,名称关键词
SH,516650,有色50,,资源周期,名称关键词
SZ,159948,创业板ETF南方,,宽基/综合指数,宽基关键词/人工映射
SH,516640,芯片龙头,,科技,名称关键词
SH,516630,云计算50,,科技,名称关键词
SH,516620,影视ETF,,待人工确认,名称关键词
SH,516910,物流ETF,,待人工确认,名称关键词
SH,516920,芯片基金,,科技,名称关键词
SH,516930,生科ETF,,待人工确认,名称关键词
SH,516950,基建ETF,,地产基建,名称关键词
SH,517520,黄金股,,商品,固定类别/排除词
SH,517400,黄金股票,,商品,固定类别/排除词
SZ,159940,金融地产ETF广发,,金融,名称关键词
SH,517390,云计算AH,,科技,名称关键词
SH,517380,创新药AH,,医药医疗,名称关键词
SH,517360,AH科技,,待人工确认,名称关键词
SH,517350,龙头科技,,待人工确认,名称关键词
SH,517330,长江保护,,待人工确认,名称关键词
SH,517300,AH300ETF,,待人工确认,名称关键词
SH,517230,云计算MW,,科技,名称关键词
SH,517200,互联网,,科技,名称关键词
SH,517180,中国国企,,待人工确认,名称关键词
SH,517170,沪港深E,,待人工确认,名称关键词
SH,510580,ZZ500ETF,,待人工确认,名称关键词
SH,516610,医服ETF,,待人工确认,名称关键词
SH,517160,长江ETF,,待人工确认,名称关键词
SH,517130,云计算JS,,科技,名称关键词
SH,517120,创新药50,,医药医疗,名称关键词
SH,517110,创新药HK,,医药医疗,名称关键词
SH,517100,AH500ETF,,待人工确认,名称关键词
SH,517090,共赢ETF,,待人工确认,名称关键词
SH,517080,HGS500,,待人工确认,名称关键词
SH,517050,互联网50,,科技,名称关键词
SH,517030,HGS300,,待人工确认,名称关键词
SH,517010,HGS500E,,待人工确认,名称关键词
SZ,159943,深证成指ETF大成,,待人工确认,名称关键词
SH,517000,沪港深,,待人工确认,名称关键词
SH,516980,证券先锋,,金融,名称关键词
SH,516970,基建50,,地产基建,名称关键词
SH,516960,机械ETF,,高端制造,名称关键词
SZ,159941,纳指ETF广发,海外指数,港股/海外,固定类别/排除词
SH,516600,消服ETF,,待人工确认,名称关键词
SH,516590,电动汽车,,汽车,名称关键词
SH,516580,新能源BS,,新能源,名称关键词
SH,516150,稀土基金,,资源周期,名称关键词
SH,516130,消费龙头,,消费,名称关键词
SH,516120,化工50,,资源周期,名称关键词
SH,516110,汽车ETF,,汽车,名称关键词
SZ,159956,创业板ETF建信,,宽基/综合指数,宽基关键词/人工映射
SH,516100,科技金融,,金融,名称关键词
SH,516090,新能源E,,新能源,名称关键词
SH,516080,创新医药,,医药医疗,名称关键词
SH,516070,碳中和50,,待人工确认,名称关键词
SH,516060,新药ETF,,待人工确认,名称关键词
SH,516050,科技龙头,,待人工确认,名称关键词
SH,516020,化工ETF,,资源周期,名称关键词
SH,516010,游戏ETF,,待人工确认,名称关键词
SH,516000,数据ETF,,待人工确认,名称关键词
SH,516160,新能源,新能源,新能源,人工映射
SZ,159957,创业板ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SH,515980,人工智能,,科技,名称关键词
SH,515970,华夏机械,,高端制造,名称关键词
SH,515960,医药100,,医药医疗,名称关键词
SH,515950,医药龙头,,医药医疗,名称关键词
SH,515920,智能消费,,消费,名称关键词
SH,515910,质量ETF,,待人工确认,名称关键词
SH,515900,央创ETF,,待人工确认,名称关键词
SH,515890,红利博时,,策略类,固定类别/排除词
SH,515880,通信ETF,,科技,名称关键词
SZ,159958,创业板ETF工银,,宽基/综合指数,宽基关键词/人工映射
SH,515860,科技100,,待人工确认,名称关键词
SH,515850,证券龙头,,金融,名称关键词
SH,515840,食品南方,,消费,名称关键词
SH,515810,ZZ800ETF,,待人工确认,名称关键词
SH,515990,添富国企,,待人工确认,名称关键词
SH,517550,消费主题,,消费,名称关键词
SH,516180,光伏产业,,新能源,名称关键词
SH,516200,证券行业,,金融,名称关键词
SH,516570,石化ETF,,待人工确认,名称关键词
SH,516560,养老ETF,,待人工确认,名称关键词
SH,516550,农业ETF,,农业,名称关键词
SZ,159949,创业板50ETF华安,,宽基/综合指数,宽基关键词/人工映射
SH,516530,物流快递,,待人工确认,名称关键词
SH,516520,智能驾驶,,待人工确认,名称关键词
SH,516510,云计算,,科技,名称关键词
SH,510600,沪50ETF,,待人工确认,名称关键词
SH,516500,生物ETF,,医药医疗,名称关键词
SH,516460,现金流E,,债券/货币,固定类别/排除词
SH,516440,南方机械,,高端制造,名称关键词
SH,516390,电动车,,待人工确认,名称关键词
SH,516380,智能电车,,待人工确认,名称关键词
SH,516370,全指电力,,公用事业,名称关键词
SH,516190,文娱ETF,,待人工确认,名称关键词
SH,516360,新材料,,资源周期,名称关键词
SH,516350,芯片50,,科技,名称关键词
SH,516330,物联网,,待人工确认,名称关键词
SH,516320,装备ETF,,待人工确认,名称关键词
SH,516310,银行指基,,金融,名称关键词
SH,516300,中证1000,,宽基/综合指数,宽基关键词/人工映射
SH,516290,光伏基金,,新能源,名称关键词
SH,516270,新能源50,,新能源,名称关键词
SH,516260,物联网50,,待人工确认,名称关键词
SH,516250,富国机械,,高端制造,名称关键词
SZ,159994,通信ETF银华,,科技,名称关键词
SH,516230,光伏招商,,新能源,名称关键词
SZ,159954,恒生中国企业ETF南方,,港股/海外,固定类别/排除词
SH,516220,化工龙头,,资源周期,名称关键词
SH,516210,银行股,,金融,名称关键词
SZ,159952,创业板ETF广发,,宽基/综合指数,宽基关键词/人工映射
SH,515800,800ETF,,待人工确认,名称关键词
SH,517660,物联网AH,,待人工确认,名称关键词
SH,517800,AI50,,科技,名称关键词
SZ,159930,能源ETF汇添富,,待人工确认,名称关键词
SH,551500,科创债易,,债券/货币,固定类别/排除词
SH,551300,科创债摩,,债券/货币,固定类别/排除词
SH,551060,科创债沪,,债券/货币,固定类别/排除词
SH,551030,科创债券,,债券/货币,固定类别/排除词
SH,551000,科创债,,债券/货币,固定类别/排除词
SH,530880,上证红利,,策略类,固定类别/排除词
SH,530800,上180ETF,,待人工确认,名称关键词
SH,530680,180E,,待人工确认,名称关键词
