market,code,name,industry,plot_industry,classification_rule
SZ,159858,创新药ETF南方,,医药医疗,名称关键词
SZ,159731,石化ETF华夏,,待人工确认,名称关键词
SZ,159501,纳指ETF嘉实,,港股/海外,固定类别/排除词
SZ,159512,汽车ETF广发,,汽车,名称关键词
SZ,159742,恒生科技ETF博时,,港股/海外,固定类别/排除词
SZ,159559,机器人ETF景顺,,科技,名称关键词
SZ,159857,光伏ETF天弘,,新能源,名称关键词
SZ,159166,现金流ETF长城,,债券/货币,固定类别/排除词
SZ,159741,恒生科技ETF嘉实,,港股/海外,固定类别/排除词
SZ,159636,港股通科技30ETF工银,,港股/海外,固定类别/排除词
SZ,159325,半导体ETF南方,,科技,名称关键词
SZ,159760,医疗健康ETF泰康,,医药医疗,名称关键词
SZ,159659,纳斯达克100ETF招商,,待人工确认,名称关键词
SZ,159632,纳斯达克ETF华安,,待人工确认,名称关键词
SZ,159541,创业板综ETF万家,,宽基/综合指数,宽基关键词/人工映射
SZ,159122,创业板新能源ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159787,建材ETF易方达,,待人工确认,名称关键词
SZ,159307,红利低波100ETF博时,,策略类,固定类别/排除词
SZ,159528,国企改革ETF富国,,区域主题,固定类别/排除词
SZ,159540,信创ETF易方达,,科技,名称关键词
SZ,159527,云计算ETF广发,,科技,名称关键词
SZ,159863,光伏ETF鹏华,,新能源,名称关键词
SZ,159121,港股通汽车ETF易方达,,港股/海外,固定类别/排除词
SZ,159625,绿色电力ETF嘉实,,公用事业,名称关键词
SZ,159315,黄金股ETF工银,,商品,固定类别/排除词
SZ,159529,标普消费ETF景顺,,港股/海外,固定类别/排除词
SZ,159120,港股通科技ETF国联安,,港股/海外,固定类别/排除词
SZ,159790,碳中和ETF华夏,,待人工确认,名称关键词
SZ,159788,港股通100ETF易方达,,港股/海外,固定类别/排除词
SZ,159119,800现金流ETF招商,,债券/货币,固定类别/排除词
SZ,159786,VRETF银华,,待人工确认,名称关键词
SZ,159819,人工智能ETF易方达,,科技,名称关键词
SZ,159830,金ETF天弘,,待人工确认,名称关键词
SZ,159128,港股科技ETF天弘,,港股/海外,固定类别/排除词
SZ,159781,科创创业ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159316,港股通创新药ETF易方达,,港股/海外,固定类别/排除词
SZ,159127,港股通红利ETF南方,,港股/海外,固定类别/排除词
SZ,159627,A100ETF华夏,,待人工确认,名称关键词
SZ,159123,光伏ETF嘉实,,新能源,名称关键词
SZ,159542,工程机械ETF大成,,高端制造,名称关键词
SZ,159126,港股通50ETF南方,,港股/海外,固定类别/排除词
SZ,159526,机器人ETF嘉实,,科技,名称关键词
SH,510090,ESG建信,,待人工确认,名称关键词
SZ,159306,汽车零部件ETF平安,,汽车,名称关键词
SZ,159125,港股通科技ETF招商,,港股/海外,固定类别/排除词
SZ,159783,科创创业50ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159782,双创50ETF银华,,宽基/综合指数,宽基关键词/人工映射
SZ,159305,储能电池ETF广发,,新能源,名称关键词
SZ,159800,中证800ETF鹏华,,宽基/综合指数,宽基关键词/人工映射
SZ,159309,油气ETF汇添富,,资源周期,名称关键词
SZ,159622,创新药ETF东财,,医药医疗,名称关键词
SZ,159795,智能汽车ETF汇添富,,汽车,名称关键词
SZ,159112,科创债ETF银华,,债券/货币,固定类别/排除词
SZ,159533,中证2000ETF博时,,宽基/综合指数,宽基关键词/人工映射
SZ,159311,数字经济ETF易方达,,待人工确认,名称关键词
SZ,159536,中证2000ETF汇添富,,宽基/综合指数,宽基关键词/人工映射
SH,510040,上证180E,,宽基/综合指数,宽基关键词/人工映射
SZ,159111,科创债ETF天弘,,债券/货币,固定类别/排除词
SZ,159535,中证2000ETF嘉实,,宽基/综合指数,宽基关键词/人工映射
SZ,159841,证券ETF天弘,,金融,名称关键词
SZ,159828,医疗ETF国泰,,医药医疗,名称关键词
SZ,159864,光伏ETF国泰,,新能源,名称关键词
SZ,159797,医疗器械ETF汇添富,,医药医疗,名称关键词
SZ,159110,科创债ETF万家,,债券/货币,固定类别/排除词
SZ,159796,电池ETF汇添富,,新能源,名称关键词
SZ,159539,信创ETF广发,,科技,名称关键词
SZ,159537,信创ETF国泰,,科技,名称关键词
SZ,159793,线上消费ETF平安,,消费,名称关键词
SZ,159118,港股通红利低波ETF华夏,,港股/海外,固定类别/排除词
SZ,159530,机器人ETF易方达,,科技,名称关键词
SH,510200,上证券商,,金融,名称关键词
SZ,159623,成渝经济圈ETF博时,,待人工确认,名称关键词
SZ,159791,300ESGETF华夏,,待人工确认,名称关键词
SZ,159117,港股通红利低波ETF鹏华,,港股/海外,固定类别/排除词
SZ,159113,科创债ETF大成,,债券/货币,固定类别/排除词
SZ,159538,信创ETF富国,,科技,名称关键词
SZ,159116,科创债ETF工银,,债券/货币,固定类别/排除词
SZ,159792,港股通互联网ETF富国,,港股/海外,固定类别/排除词
SZ,159310,芯片ETF天弘,,科技,名称关键词
SZ,159312,恒指港股通ETF广发,,港股/海外,固定类别/排除词
SZ,159115,科创债ETF华安,,债券/货币,固定类别/排除词
SZ,159532,中证2000ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159531,中证2000ETF南方,,宽基/综合指数,宽基关键词/人工映射
SZ,159148,石油ETF富国,,资源周期,名称关键词
SZ,159780,科创创业50ETF南方,,宽基/综合指数,宽基关键词/人工映射
SZ,159525,红利低波ETF富国,,策略类,固定类别/排除词
SZ,159515,国企红利ETF鹏扬,,策略类,固定类别/排除词
SZ,159550,互联网ETF东财,,科技,名称关键词
SZ,159767,电池龙头ETF兴银,,新能源,名称关键词
SZ,159861,碳中和50ETF国泰,,待人工确认,名称关键词
SZ,159142,科创创业人工智能ETF景顺,,宽基/综合指数,宽基关键词/人工映射
SZ,159516,半导体设备ETF国泰,,科技,名称关键词
SZ,159766,旅游ETF富国,消费,消费,人工映射
SZ,159549,红利低波ETF天弘,,策略类,固定类别/排除词
SZ,159141,科创创业人工智能ETF永赢,,宽基/综合指数,宽基关键词/人工映射
SZ,159300,沪深300ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159517,中证800增强ETF银华,,宽基/综合指数,宽基关键词/人工映射
SZ,159140,科创创业人工智能ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159770,机器人ETF天弘,,科技,名称关键词
SZ,159630,A100ETF汇添富,,待人工确认,名称关键词
SZ,159768,房地产ETF银华,,地产基建,名称关键词
SZ,159320,电网设备ETF广发,,待人工确认,名称关键词
SZ,159143,港股通央企红利ETF平安,,港股/海外,固定类别/排除词
SZ,159321,黄金股ETF华安,,商品,固定类别/排除词
SZ,159804,创中盘88ETF国寿,,待人工确认,名称关键词
SZ,159831,金ETF嘉实,,待人工确认,名称关键词
SZ,159552,中证2000增强ETF招商,,宽基/综合指数,宽基关键词/人工映射
SH,510190,上证50基,,宽基/综合指数,宽基关键词/人工映射
SZ,159147,电池ETF南方,,新能源,名称关键词
SZ,159299,金融科技ETF易方达,,金融,名称关键词
SZ,159631,A100ETF招商,,待人工确认,名称关键词
SZ,159842,券商ETF银华,,金融,名称关键词
SZ,159146,电力ETF华宝,,公用事业,名称关键词
SZ,159551,机器人ETF国泰,,科技,名称关键词
SZ,159566,储能电池ETF易方达,,新能源,名称关键词
SZ,159618,光伏ETF华安,,新能源,名称关键词
SZ,159145,工业软件ETF广发,,科技,名称关键词
SZ,159763,新材料ETF建信,,资源周期,名称关键词
SZ,159761,新材料ETF国泰,,资源周期,名称关键词
SZ,159129,化工ETF嘉实,,资源周期,名称关键词
SZ,159139,科创创业人工智能ETF华泰柏瑞,,宽基/综合指数,宽基关键词/人工映射
SZ,159773,创业板科技ETF华泰柏瑞,,宽基/综合指数,宽基关键词/人工映射
SZ,159132,恒生生物科技ETF富国,,港股/海外,固定类别/排除词
SZ,159318,恒指港股通ETF银华,,港股/海外,固定类别/排除词
SZ,159521,国证2000ETF平安,,宽基/综合指数,宽基关键词/人工映射
SZ,159628,国证2000ETF万家,,宽基/综合指数,宽基关键词/人工映射
SZ,159303,恒生医疗ETF大成,,港股/海外,固定类别/排除词
SZ,159862,食品饮料ETF银华,,消费,名称关键词
SZ,159546,集成电路ETF国泰,,待人工确认,名称关键词
SZ,159778,工业互联网ETF鹏华,,科技,名称关键词
SZ,159131,港股通信息技术ETF华宝,,港股/海外,固定类别/排除词
SZ,159523,沪深300成长ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159779,消费电子ETF招商,,科技,名称关键词
SZ,159130,恒生生物科技ETF鹏华,,港股/海外,固定类别/排除词
SZ,159620,中证500成长ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159543,国证2000ETF工银,,宽基/综合指数,宽基关键词/人工映射
SZ,159545,恒生红利低波ETF易方达,,港股/海外,固定类别/排除词
SZ,159547,红利低波ETF华夏,,策略类,固定类别/排除词
SZ,159801,芯片ETF广发,,科技,名称关键词
SZ,159777,创科技ETF国联安,,待人工确认,名称关键词
SZ,159138,工程机械ETF易方达,,高端制造,名称关键词
SZ,159518,标普油气ETF嘉实,,港股/海外,固定类别/排除词
SZ,159301,公用事业ETF华夏,,公用事业,名称关键词
SZ,159619,基建ETF国泰,,地产基建,名称关键词
SZ,159775,电池ETF建信,,新能源,名称关键词
SZ,159137,港股通医疗ETF华宝,,港股/海外,固定类别/排除词
SZ,159133,化工ETF天弘,,资源周期,名称关键词
SZ,159519,港股国企ETF国泰,,港股/海外,固定类别/排除词
SZ,159136,A50ETF广发,,宽基/综合指数,宽基关键词/人工映射
SZ,159302,港股高股息ETF银华,,港股/海外,固定类别/排除词
SZ,159776,港股医药ETF银华,,港股/海外,固定类别/排除词
SZ,159827,农业ETF银华,,农业,名称关键词
SZ,159135,港股通科技ETF前海开源,,港股/海外,固定类别/排除词
SZ,159520,消费龙头ETF工银,,消费,名称关键词
SZ,159629,中证1000ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159513,纳斯达克100ETF大成,,待人工确认,名称关键词
SZ,159328,家电ETF易方达,,消费,名称关键词
SZ,159182,家电ETF南方,,消费,名称关键词
SZ,159236,自由现金流ETF工银,,债券/货币,固定类别/排除词
SZ,159591,A50ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159607,中概互联网ETF嘉实,,科技,名称关键词
SZ,159680,中证1000增强ETF招商,,宽基/综合指数,宽基关键词/人工映射
SZ,159235,中证现金流ETF大成,,债券/货币,固定类别/排除词
SZ,159271,恒生ETF鹏华,,港股/海外,固定类别/排除词
SZ,159365,恒指港股通ETF富国,,港股/海外,固定类别/排除词
SZ,159366,港股医疗ETF永赢,,港股/海外,固定类别/排除词
SZ,159233,自由现金流ETF平安,,债券/货币,固定类别/排除词
SZ,159681,创业板50ETF鹏华,,宽基/综合指数,宽基关键词/人工映射
SH,510130,中盘ETF,,待人工确认,名称关键词
SH,510050,50ETF,宽基指数,宽基/综合指数,宽基关键词/人工映射
SZ,159232,自由现金流ETF南方,,债券/货币,固定类别/排除词
SZ,159590,软件ETF汇添富,,科技,名称关键词
SZ,159653,ESG300ETF国联安,,待人工确认,名称关键词
SZ,159682,创业板50ETF景顺,,宽基/综合指数,宽基关键词/人工映射
SH,510160,产业升级,,待人工确认,名称关键词
SZ,159237,港股汽车ETF工银,,港股/海外,固定类别/排除词
SZ,159593,中证A50ETF平安,,宽基/综合指数,宽基关键词/人工映射
SZ,159269,港股通科技ETF南方,,港股/海外,固定类别/排除词
SZ,159240,A500增强ETF天弘,,宽基/综合指数,宽基关键词/人工映射
SZ,159677,中证1000增强ETF银华,,宽基/综合指数,宽基关键词/人工映射
SZ,159337,中证500ETF东财,,宽基/综合指数,宽基关键词/人工映射
SZ,159362,A500ETF工银,,宽基/综合指数,宽基关键词/人工映射
SZ,159811,5GETF博时,,待人工确认,名称关键词
SZ,159239,港股通汽车ETF富国,,港股/海外,固定类别/排除词
SZ,159592,A50ETF银华,,宽基/综合指数,宽基关键词/人工映射
SZ,159655,标普500ETF华夏,,港股/海外,固定类别/排除词
SZ,159238,沪深300增强ETF景顺,,宽基/综合指数,宽基关键词/人工映射
SZ,159270,创业板200ETF南方,,宽基/综合指数,宽基关键词/人工映射
SZ,159679,中证1000增强ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159363,创业板人工智能ETF华宝,,宽基/综合指数,宽基关键词/人工映射
SZ,159678,500增强ETF博时,,待人工确认,名称关键词
SZ,159361,A500ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159336,央企红利ETF融通,,区域主题,固定类别/排除词
SZ,159367,创业板50ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159608,稀有金属ETF广发,,待人工确认,名称关键词
SZ,159369,创业板50ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159226,中证A500增强ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159689,消费ETF南方,,消费,名称关键词
SZ,159225,现金流ETF银华,,债券/货币,固定类别/排除词
SZ,159587,粮食ETF广发,,农业,名称关键词
SZ,159688,恒生互联网ETF华安,,港股/海外,固定类别/排除词
SZ,159275,农牧渔ETF华宝,,待人工确认,名称关键词
SZ,159223,现金流ETF永赢,,债券/货币,固定类别/排除词
SZ,159690,有色矿业ETF招商,,资源周期,名称关键词
SZ,159651,国开债ETF平安,,债券/货币,固定类别/排除词
SZ,159222,自由现金流ETF易方达,,债券/货币,固定类别/排除词
SZ,159333,港股央企红利ETF万家,,港股/海外,固定类别/排除词
SZ,159691,港股红利ETF工银,,港股/海外,固定类别/排除词
SZ,159370,创50ETF工银,,待人工确认,名称关键词
SZ,159231,通用航空ETF华宝,,待人工确认,名称关键词
SZ,159227,航空航天ETF华夏,,军工,名称关键词
SZ,159588,石油ETF景顺,,资源周期,名称关键词
SZ,159685,1000增强ETF天弘,,待人工确认,名称关键词
SZ,159272,机器人ETF富国,,科技,名称关键词
SZ,159589,红利ETF广发,,策略类,固定类别/排除词
SZ,159850,恒生国企ETF华夏,,港股/海外,固定类别/排除词
SZ,159368,创业板新能源ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159230,通用航空ETF华夏,,待人工确认,名称关键词
SZ,159335,央企科创ETF融通,,区域主题,固定类别/排除词
SZ,159686,A100ETF易方达,,待人工确认,名称关键词
SZ,159837,生物科技ETF易方达,,医药医疗,名称关键词
SZ,159652,有色ETF汇添富,,资源周期,名称关键词
SH,510020,超大ETF,,待人工确认,名称关键词
SZ,159273,云计算ETF汇添富,,科技,名称关键词
SZ,159228,红利低波ETF长城,,策略类,固定类别/排除词
SZ,159687,亚太精选ETF南方,,待人工确认,名称关键词
SZ,159229,自由现金流ETF广发,,债券/货币,固定类别/排除词
SZ,159371,创业板50ETF富国,,宽基/综合指数,宽基关键词/人工映射
SH,510030,价值ETF,,策略类,固定类别/排除词
SZ,159676,创业板增强ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159257,航空ETF汇添富,,待人工确认,名称关键词
SZ,159266,港股央企红利ETF永赢,,港股/海外,固定类别/排除词
SZ,159353,中证A500ETF景顺,,宽基/综合指数,宽基关键词/人工映射
SZ,159600,科创债ETF嘉实,,债券/货币,固定类别/排除词
SZ,159256,创业板软件ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159665,半导体龙头ETF工银,,科技,名称关键词
SZ,159663,机床ETF华夏,,高端制造,名称关键词
SZ,159847,医疗ETF易方达,,医药医疗,名称关键词
SZ,159666,交通运输ETF华夏,,待人工确认,名称关键词
SZ,159848,证券ETF国联安,,金融,名称关键词
SZ,159255,通用航空ETF易方达,,待人工确认,名称关键词
SZ,159599,芯片ETF东财,,科技,名称关键词
SZ,159657,疫苗ETF鹏华,,医药医疗,名称关键词
SZ,159667,工业母机ETF国泰,,高端制造,名称关键词
SZ,159355,800红利低波ETF华宝,,策略类,固定类别/排除词
SZ,159356,A500ETF万家,,宽基/综合指数,宽基关键词/人工映射
SZ,159258,机器人ETF南方,,科技,名称关键词
SZ,159352,A500ETF南方,,宽基/综合指数,宽基关键词/人工映射
SZ,159350,深证50ETF富国,,待人工确认,名称关键词
SZ,159262,港股通科技ETF广发,,港股/海外,固定类别/排除词
SZ,159660,纳指ETF汇添富,,港股/海外,固定类别/排除词
SZ,159602,中国A50ETF南方,,宽基/综合指数,宽基关键词/人工映射
SZ,159603,科创创业ETF天弘,,宽基/综合指数,宽基关键词/人工映射
SZ,159261,创业板新能源ETF鹏华,,宽基/综合指数,宽基关键词/人工映射
SZ,159339,A500ETF银华,,宽基/综合指数,宽基关键词/人工映射
SZ,159351,A500ETF嘉实,,宽基/综合指数,宽基关键词/人工映射
SZ,159658,数字经济ETF华安,,待人工确认,名称关键词
SZ,159260,证券ETF博时,,金融,名称关键词
SZ,159265,港股消费ETF鹏华,,港股/海外,固定类别/排除词
SZ,159601,A50ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159259,成长ETF易方达,,策略类,固定类别/排除词
SZ,159662,交运ETF南方,,待人工确认,名称关键词
SZ,159661,A100ETF嘉实,,待人工确认,名称关键词
SZ,159241,航空航天ETF天弘,,军工,名称关键词
SZ,159253,银行ETF博时,,金融,名称关键词
SZ,159338,中证A500ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159672,消费ETF博时,,消费,名称关键词
SZ,159596,A50ETF华宝,,宽基/综合指数,宽基关键词/人工映射
SZ,159606,中证500成长ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159359,A500ETF华安,,宽基/综合指数,宽基关键词/人工映射
SZ,159243,创业板人工智能ETF招商,,宽基/综合指数,宽基关键词/人工映射
SZ,159673,沪深300ETF鹏华,,宽基/综合指数,宽基关键词/人工映射
SZ,159245,港股通消费ETF富国,,港股/海外,固定类别/排除词
SH,510150,消费ETF,,消费,名称关键词
SZ,159242,创业板人工智能ETF大成,,宽基/综合指数,宽基关键词/人工映射
SZ,159595,中证A50ETF大成,,宽基/综合指数,宽基关键词/人工映射
SZ,159675,创业板增强ETF嘉实,,宽基/综合指数,宽基关键词/人工映射
SZ,159360,A500ETF天弘,,宽基/综合指数,宽基关键词/人工映射
SZ,159839,生物医药ETF汇添富,,医药医疗,名称关键词
SZ,159849,生物科技ETF招商,,医药医疗,名称关键词
SZ,159656,沪深300成长ETF万家,,宽基/综合指数,宽基关键词/人工映射
SZ,159812,黄金ETF前海开源,,商品,固定类别/排除词
SZ,159268,港股通消费ETF汇添富,,港股/海外,固定类别/排除词
SZ,159246,创业板人工智能ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159251,港股通科技ETF万家,,港股/海外,固定类别/排除词
SZ,159605,中概互联ETF广发,,待人工确认,名称关键词
SZ,159357,A500ETF博时,,宽基/综合指数,宽基关键词/人工映射
SZ,159267,航天ETF华安,,待人工确认,名称关键词
SZ,159249,A500增强ETF工银,,宽基/综合指数,宽基关键词/人工映射
SZ,159669,绿色电力ETF国泰,,公用事业,名称关键词
SZ,159813,半导体ETF鹏华,,科技,名称关键词
SZ,159821,创业板ETF中银证券,,宽基/综合指数,宽基关键词/人工映射
SZ,159597,创业板成长ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159358,中证A500ETF大成,,宽基/综合指数,宽基关键词/人工映射
SZ,159670,消费50ETF国联安,,消费,名称关键词
SZ,159247,创业板ETF汇添富,,宽基/综合指数,宽基关键词/人工映射
SZ,159838,医药50ETF博时,,医药医疗,名称关键词
SZ,159671,稀有金属ETF工银,,待人工确认,名称关键词
SZ,159248,人工智能ETF万家,,科技,名称关键词
SZ,159393,沪深300ETF万家,,宽基/综合指数,宽基关键词/人工映射
SZ,159221,现金流ETF嘉实,,债券/货币,固定类别/排除词
SZ,159822,新经济ETF银华,,待人工确认,名称关键词
SZ,159571,创业板200ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159196,港股通信息技术ETF易方达,,港股/海外,固定类别/排除词
SZ,159716,深证100ETF华宝,,宽基/综合指数,宽基关键词/人工映射
SZ,159387,创业板新能源ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159814,创业大盘ETF西部利得,,待人工确认,名称关键词
SZ,159195,石油ETF华安,,资源周期,名称关键词
SZ,159197,石油ETF招商,,资源周期,名称关键词
SZ,159285,港股通消费ETF华安,,港股/海外,固定类别/排除词
SZ,159570,港股通创新药ETF汇添富,,港股/海外,固定类别/排除词
SZ,159193,新能源电池ETF银华,,新能源,名称关键词
SZ,159807,科技ETF易方达,,待人工确认,名称关键词
SZ,159388,创业板人工智能ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159611,电力ETF广发,,公用事业,名称关键词
SZ,159192,家电ETF汇添富,,消费,名称关键词
SZ,159717,ESGETF鹏华,,待人工确认,名称关键词
SZ,159642,碳中和ETF大成,,待人工确认,名称关键词
SZ,159715,稀土ETF易方达,,资源周期,名称关键词
SZ,159198,港股通信息技术ETF富国,,港股/海外,固定类别/排除词
SZ,159281,港股央企红利ETF天弘,,港股/海外,固定类别/排除词
SZ,159711,港股通50ETF华夏,,港股/海外,固定类别/排除词
SZ,159383,创业板50ETF华泰柏瑞,,宽基/综合指数,宽基关键词/人工映射
SZ,159200,科创债ETF富国,,债券/货币,固定类别/排除词
SZ,159573,创业板200ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159712,港股通50ETF国泰,,港股/海外,固定类别/排除词
SZ,159386,A500ETF永赢,,宽基/综合指数,宽基关键词/人工映射
SZ,159199,石油ETF平安,,资源周期,名称关键词
SZ,159385,数字经济ETF富国,,待人工确认,名称关键词
SZ,159572,创业板200ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159713,稀土ETF富国,,资源周期,名称关键词
SZ,159330,沪深300ETF东财,,宽基/综合指数,宽基关键词/人工映射
SZ,159855,影视ETF银华,,待人工确认,名称关键词
SZ,159283,通用航空ETF南方,,待人工确认,名称关键词
SZ,159610,中证500增强ETF景顺,,宽基/综合指数,宽基关键词/人工映射
SZ,159201,自由现金流ETF华夏,,债券/货币,固定类别/排除词
SZ,159329,沙特ETF南方,,港股/海外,固定类别/排除词
SZ,159191,港股通科技ETF易方达,,港股/海外,固定类别/排除词
SZ,159391,大盘价值ETF博时,,策略类,固定类别/排除词
SZ,159723,科技龙头ETF汇添富,,待人工确认,名称关键词
SZ,159186,港股通汽车ETF鹏华,,港股/海外,固定类别/排除词
SZ,159263,价值ETF易方达,,策略类,固定类别/排除词
SZ,159640,碳中和龙头ETF工银,,待人工确认,名称关键词
SZ,159612,标普500ETF国泰,,港股/海外,固定类别/排除词
SZ,159568,港股互联网ETF博时,,港股/海外,固定类别/排除词
SZ,159185,港股通信息技术ETF鹏华,,港股/海外,固定类别/排除词
SZ,159392,航空ETF富国,,待人工确认,名称关键词
SZ,159567,港股创新药ETF银华,,港股/海外,固定类别/排除词
SZ,159183,新能源车ETF招商,,新能源,名称关键词
SZ,159288,创业板综ETF银华,,宽基/综合指数,宽基关键词/人工映射
SZ,159726,港股通高股息ETF华夏,,港股/海外,固定类别/排除词
SZ,159843,食品饮料ETF招商,,消费,名称关键词
SZ,159725,线上消费ETF工银,,消费,名称关键词
SZ,159389,数字经济ETF嘉实,,待人工确认,名称关键词
SZ,159187,创业板新能源ETF景顺,,宽基/综合指数,宽基关键词/人工映射
SZ,159856,互联网龙头ETF工银,,科技,名称关键词
SZ,159718,港股医药ETF平安,,港股/海外,固定类别/排除词
SZ,159286,港股通创新药ETF鹏华,,港股/海外,固定类别/排除词
SZ,159190,创业板新能源ETF天弘,,宽基/综合指数,宽基关键词/人工映射
SZ,159824,新能源车ETF博时,,新能源,名称关键词
SZ,159719,国企ETF平安,,待人工确认,名称关键词
SZ,159189,石油ETF华夏,,资源周期,名称关键词
SZ,159721,深证100ETF永赢,,宽基/综合指数,宽基关键词/人工映射
SZ,159390,中证A50ETF国联,,宽基/综合指数,宽基关键词/人工映射
SZ,159720,智能车ETF泰康,,汽车,名称关键词
SZ,159188,红利100ETF景顺,,策略类,固定类别/排除词
SZ,159569,港股红利低波ETF景顺,,港股/海外,固定类别/排除词
SH,510010,治理ETF,,待人工确认,名称关键词
SZ,159641,碳中和ETF招商,,待人工确认,名称关键词
SZ,159287,创业板综ETF博时,,宽基/综合指数,宽基关键词/人工映射
SZ,159835,创新药ETF建信,,医药医疗,名称关键词
SZ,159810,创业板ETF浦银,,宽基/综合指数,宽基关键词/人工映射
SZ,159643,疫苗ETF国泰,,医药医疗,名称关键词
SZ,159202,恒生互联网ETF万家,,港股/海外,固定类别/排除词
SZ,159375,创业板50ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159216,深证100ETF大成,,宽基/综合指数,宽基关键词/人工映射
SZ,159697,石油ETF鹏华,,资源周期,名称关键词
SZ,159582,半导体ETF博时,,科技,名称关键词
SZ,159376,A500ETF浦银,,宽基/综合指数,宽基关键词/人工映射
SZ,159215,A500ETF平安,,宽基/综合指数,宽基关键词/人工映射
SZ,159845,中证1000ETF华夏,,宽基/综合指数,宽基关键词/人工映射
SZ,159649,国开债ETF华安,,债券/货币,固定类别/排除词
SZ,159820,中证500ETF天弘,,宽基/综合指数,宽基关键词/人工映射
SZ,159213,机器人ETF汇添富,,科技,名称关键词
SZ,159332,央企红利ETF富国,,区域主题,固定类别/排除词
SZ,159377,创业板医药ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,159699,恒生消费ETF广发,,港股/海外,固定类别/排除词
SZ,159212,深100ETF南方,,待人工确认,名称关键词
SZ,159698,粮食ETF鹏华,,农业,名称关键词
SZ,159581,红利ETF万家,,策略类,固定类别/排除词
SZ,159217,港股通创新药ETF工银,,港股/海外,固定类别/排除词
SZ,159609,光伏ETF浦银,,新能源,名称关键词
SZ,159220,港股通红利低波ETF华宝,,港股/海外,固定类别/排除词
SZ,159276,现金流ETF汇添富,,债券/货币,固定类别/排除词
SZ,159372,创业板50ETF万家,,宽基/综合指数,宽基关键词/人工映射
SZ,159586,计算机ETF南方,,科技,名称关键词
SZ,159692,证券ETF东财,,金融,名称关键词
SZ,159650,国开债ETF博时,,债券/货币,固定类别/排除词
SZ,159696,纳指ETF易方达,,港股/海外,固定类别/排除词
SZ,159851,金融科技ETF华宝,,金融,名称关键词
SZ,159219,深证100ETF融通,,宽基/综合指数,宽基关键词/人工映射
SZ,159373,创业板50ETF嘉实,,宽基/综合指数,宽基关键词/人工映射
SZ,159695,通信ETF嘉实,,科技,名称关键词
SZ,159277,港股通红利ETF富国,,港股/海外,固定类别/排除词
SZ,159218,卫星ETF招商,,待人工确认,名称关键词
SZ,159583,通信ETF富国,,科技,名称关键词
SH,510140,上证指,,待人工确认,名称关键词
SZ,159709,物联网ETF工银,,待人工确认,名称关键词
SZ,159211,深证100ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159700,科创债ETF南方,,债券/货币,固定类别/排除词
SZ,159645,疫苗ETF富国,,医药医疗,名称关键词
SZ,159380,A500ETF东财,,宽基/综合指数,宽基关键词/人工映射
SZ,159331,红利港股ETF国泰,,港股/海外,固定类别/排除词
SZ,159206,卫星ETF永赢,,待人工确认,名称关键词
SZ,159576,深证100ETF广发,,宽基/综合指数,宽基关键词/人工映射
SZ,159707,地产ETF华宝,,地产基建,名称关键词
SZ,159808,创100ETF融通,,待人工确认,名称关键词
SZ,159205,创业板ETF东财,,宽基/综合指数,宽基关键词/人工映射
SZ,159280,港股通互联网ETF汇添富,,港股/海外,固定类别/排除词
SZ,159708,红利ETF西部利得,,策略类,固定类别/排除词
SZ,159203,大盘成长ETF博时,,策略类,固定类别/排除词
SZ,159997,电子ETF天弘,,科技,名称关键词
SZ,159575,创业板200ETF银华,,宽基/综合指数,宽基关键词/人工映射
